iso2c,countryname,year,edate,edate_lag,elec_id,elec_id_lag,parlgov_election_id,parlgov_election_id_lag,incoming_cabinet,incoming_cabinet_name,incoming_caretaker,incoming_minority_cabinet,incoming_president,outgoing_cabinet_lag,outgoing_cabinet_name_lag,outgoing_caretaker_lag,outgoing_minority_cabinet_lag,outgoing_president,cmp_pres,survey_pres,party,party_harmonized,map_vote,map_lr,party_name,partyabbrev,parfam,parfam_harmonized,vote_share,vote_share_lag,parlgov_id_1,parlgov_id_2,parlgov_id_3,parlgov_id_4,parlgov_parfam_1,parlgov_parfam_2,parlgov_parfam_3,parlgov_parfam_4,parlgov_vote_share_1,parlgov_vote_share_lag_1,parlgov_vote_share_2,parlgov_vote_share_lag_2,parlgov_vote_share_3,parlgov_vote_share_lag_3,parlgov_vote_share_4,parlgov_vote_share_lag_4,parlgov_vote_share,parlgov_vote_share_lag,gender_partyleader,gender_partyleader_lag,incoming_cabinet_party,incoming_prime_minister,incoming_support,outgoing_cabinet_party_lag,outgoing_prime_minister_lag,outgoing_support_lag,aux_cabinet_party,aux_cabinet_party_lag,aux_prime_minister,aux_prime_minister_lag,aux_minority,aux_cyid
FI,Finland,2007,2007-03-18,2003-03-16,FI-2007-03,FI-2003-03,314,253,277,Vanhanen II,0,0,NA,759,Vanhanen I,0,0,NA,0,0,14320,14320,2,C,Finnish Social Democrats,SSDP,soc social democratic,soc,0.214,0.245,395,NA,NA,NA,soc,NA,NA,NA,0.214,0.245,NA,NA,NA,NA,NA,NA,0.214,0.245,2,2,0,0,0,1,0,0,Opposition,Junior Partner,0,0,0,FI.2007
FI,Finland,2007,2007-03-18,2003-03-16,FI-2007-03,FI-2003-03,314,253,277,Vanhanen II,0,0,NA,759,Vanhanen I,0,0,NA,0,0,14520,14520,7,G,Christian Democrats in Finland,KD,chr christian democrat,mrp,0.049,0.053,1463,NA,NA,NA,mrp,NA,NA,NA,0.049,0.053,NA,NA,NA,NA,NA,NA,0.049,0.053,1,2,0,0,0,0,0,0,Opposition,Opposition,0,0,0,FI.2007
FI,Finland,2007,2007-03-18,2003-03-16,FI-2007-03,FI-2003-03,314,253,277,Vanhanen II,0,0,NA,759,Vanhanen I,0,0,NA,0,0,14620,14620,3,B,National Coalition,KK,con conservative,mrp,0.223,0.186,1118,NA,NA,NA,mrp,NA,NA,NA,0.223,0.186,NA,NA,NA,NA,NA,NA,0.223,0.186,2,2,1,0,0,0,0,0,Junior Partner,Opposition,0,0,0,FI.2007
FI,Finland,2007,2007-03-18,2003-03-16,FI-2007-03,FI-2003-03,314,253,277,Vanhanen II,0,0,NA,759,Vanhanen I,0,0,NA,0,0,14810,14810,1,A,Finnish Centre,SK,agr agrarian,lib,0.231,0.247,94,NA,NA,NA,agr,NA,NA,NA,0.231,0.247,NA,NA,NA,NA,NA,NA,0.231,0.247,2,1,1,1,0,1,1,0,Main Government,Main Government,1,1,0,FI.2007
FI,Finland,2007,2007-03-18,2003-03-16,FI-2007-03,FI-2003-03,314,253,277,Vanhanen II,0,0,NA,759,Vanhanen I,0,0,NA,0,0,14820,14820,8,H,True Finns,PS,nat nationalist,nat,0.041,0.016,200,NA,NA,NA,agr,NA,NA,NA,0.041,0.016,NA,NA,NA,NA,NA,NA,0.041,0.016,2,2,0,0,0,0,0,0,Opposition,Opposition,0,0,0,FI.2007
FI,Finland,2007,2007-03-18,2003-03-16,FI-2007-03,FI-2003-03,314,253,277,Vanhanen II,0,0,NA,759,Vanhanen I,0,0,NA,0,0,14901,14901,6,F,Swedish People's Party,RKP/SFP,eth ethnic-regional,eth,0.046,0.046,585,NA,NA,NA,lib,NA,NA,NA,0.046,0.046,NA,NA,NA,NA,NA,NA,0.046,0.046,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,0,FI.2007
FI,Finland,2011,2011-04-17,2007-03-18,FI-2011-04,FI-2007-03,700,314,918,Katainen I,0,0,NA,383,Kiviniemi,0,0,NA,0,0,14110,14110,6,F,Green Union,VL,eco ecologist,eco,0.073,0.085,1062,NA,NA,NA,eco,NA,NA,NA,0.073,0.085,NA,NA,NA,NA,NA,NA,0.073,0.085,1,1,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,0,FI.2011
FI,Finland,2011,2011-04-17,2007-03-18,FI-2011-04,FI-2007-03,700,314,918,Katainen I,0,0,NA,383,Kiviniemi,0,0,NA,0,0,14223,14223,7,E,Left Wing Alliance,VAS,lef socialist or other left,lef,0.081,0.088,1292,NA,NA,NA,lef,NA,NA,NA,0.081,0.088,NA,NA,NA,NA,NA,NA,0.081,0.088,2,2,1,0,0,0,0,0,Junior Partner,Opposition,0,0,0,FI.2011
FI,Finland,2011,2011-04-17,2007-03-18,FI-2011-04,FI-2007-03,700,314,918,Katainen I,0,0,NA,383,Kiviniemi,0,0,NA,0,0,14320,14320,1,B,Finnish Social Democrats,SSDP,soc social democratic,soc,0.191,0.214,395,NA,NA,NA,soc,NA,NA,NA,0.191,0.214,NA,NA,NA,NA,NA,NA,0.191,0.214,1,2,1,0,0,0,0,0,Junior Partner,Opposition,0,0,0,FI.2011
FI,Finland,2011,2011-04-17,2007-03-18,FI-2011-04,FI-2007-03,700,314,918,Katainen I,0,0,NA,383,Kiviniemi,0,0,NA,0,0,14520,14520,5,H,Christian Democrats in Finland,KD,chr christian democrat,mrp,0.04,0.049,1463,NA,NA,NA,mrp,NA,NA,NA,0.04,0.049,NA,NA,NA,NA,NA,NA,0.04,0.049,1,1,1,0,0,0,0,0,Junior Partner,Opposition,0,0,0,FI.2011
FI,Finland,2011,2011-04-17,2007-03-18,FI-2011-04,FI-2007-03,700,314,918,Katainen I,0,0,NA,383,Kiviniemi,0,0,NA,0,0,14620,14620,3,A,National Coalition,KK,con conservative,mrp,0.204,0.223,1118,NA,NA,NA,mrp,NA,NA,NA,0.204,0.223,NA,NA,NA,NA,NA,NA,0.204,0.223,2,2,1,1,0,1,0,0,Main Government,Junior Partner,1,0,0,FI.2011
FI,Finland,2011,2011-04-17,2007-03-18,FI-2011-04,FI-2007-03,700,314,918,Katainen I,0,0,NA,383,Kiviniemi,0,0,NA,0,0,14810,14810,2,D,Finnish Centre,SK,agr agrarian,lib,0.158,0.231,94,NA,NA,NA,agr,NA,NA,NA,0.158,0.231,NA,NA,NA,NA,NA,NA,0.158,0.231,1,2,0,0,0,1,1,0,Opposition,Main Government,0,1,0,FI.2011
FI,Finland,2011,2011-04-17,2007-03-18,FI-2011-04,FI-2007-03,700,314,918,Katainen I,0,0,NA,383,Kiviniemi,0,0,NA,0,0,14820,14820,8,C,True Finns,PS,nat nationalist,nat,0.191,0.041,200,NA,NA,NA,agr,NA,NA,NA,0.191,0.041,NA,NA,NA,NA,NA,NA,0.191,0.041,2,2,0,0,0,0,0,0,Opposition,Opposition,0,0,0,FI.2011
FI,Finland,2011,2011-04-17,2007-03-18,FI-2011-04,FI-2007-03,700,314,918,Katainen I,0,0,NA,383,Kiviniemi,0,0,NA,0,0,14901,14901,4,G,Swedish People's Party,RKP/SFP,eth ethnic-regional,eth,0.043,0.046,585,NA,NA,NA,lib,NA,NA,NA,0.043,0.046,NA,NA,NA,NA,NA,NA,0.043,0.046,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,0,FI.2011
FI,Finland,2015,2015-04-19,2011-04-17,FI-2015-04,FI-2011-04,855,700,1163,Sipilae I,0,0,NA,1145,Stubb II,0,0,NA,0,0,14110,14110,5,E,Green Union,VL,eco ecologist,eco,0.0853,0.073,1062,NA,NA,NA,eco,NA,NA,NA,0.0853,0.073,NA,NA,NA,NA,NA,NA,0.0853,0.073,2,1,0,0,0,0,0,0,Opposition,Junior Partner,0,0,0,FI.2015
FI,Finland,2015,2015-04-19,2011-04-17,FI-2015-04,FI-2011-04,855,700,1163,Sipilae I,0,0,NA,1145,Stubb II,0,0,NA,0,0,14223,14223,6,F,Left Wing Alliance,VAS,lef socialist or other left,lef,0.0713,0.081,1292,NA,NA,NA,lef,NA,NA,NA,0.0713,0.081,NA,NA,NA,NA,NA,NA,0.0713,0.081,2,2,0,0,0,0,0,0,Opposition,Junior Partner,0,0,0,FI.2015
FI,Finland,2015,2015-04-19,2011-04-17,FI-2015-04,FI-2011-04,855,700,1163,Sipilae I,0,0,NA,1145,Stubb II,0,0,NA,0,0,14320,14320,4,D,Finnish Social Democrats,SSDP,soc social democratic,soc,0.1651,0.191,395,NA,NA,NA,soc,NA,NA,NA,0.1651,0.191,NA,NA,NA,NA,NA,NA,0.1651,0.191,2,1,0,0,0,1,0,0,Opposition,Junior Partner,0,0,0,FI.2015
FI,Finland,2015,2015-04-19,2011-04-17,FI-2015-04,FI-2011-04,855,700,1163,Sipilae I,0,0,NA,1145,Stubb II,0,0,NA,0,0,14520,14520,8,H,Christian Democrats in Finland,KD,chr christian democrat,mrp,0.0354,0.04,1463,NA,NA,NA,mrp,NA,NA,NA,0.0354,0.04,NA,NA,NA,NA,NA,NA,0.0354,0.04,1,1,0,0,0,1,0,0,Opposition,Junior Partner,0,0,0,FI.2015
FI,Finland,2015,2015-04-19,2011-04-17,FI-2015-04,FI-2011-04,855,700,1163,Sipilae I,0,0,NA,1145,Stubb II,0,0,NA,0,0,14620,14620,2,B,National Coalition,KK,con conservative,mrp,0.182,0.204,1118,NA,NA,NA,mrp,NA,NA,NA,0.182,0.204,NA,NA,NA,NA,NA,NA,0.182,0.204,2,2,1,0,0,1,1,0,Junior Partner,Main Government,0,1,0,FI.2015
FI,Finland,2015,2015-04-19,2011-04-17,FI-2015-04,FI-2011-04,855,700,1163,Sipilae I,0,0,NA,1145,Stubb II,0,0,NA,0,0,14810,14810,1,A,Finnish Centre,SK,agr agrarian,lib,0.211,0.158,94,NA,NA,NA,agr,NA,NA,NA,0.211,0.158,NA,NA,NA,NA,NA,NA,0.211,0.158,2,1,1,1,0,0,0,0,Main Government,Opposition,1,0,0,FI.2015
FI,Finland,2015,2015-04-19,2011-04-17,FI-2015-04,FI-2011-04,855,700,1163,Sipilae I,0,0,NA,1145,Stubb II,0,0,NA,0,0,14820,14820,3,C,True Finns,PS,nat nationalist,nat,0.1765,0.191,200,NA,NA,NA,agr,NA,NA,NA,0.1765,0.191,NA,NA,NA,NA,NA,NA,0.1765,0.191,2,2,1,0,0,0,0,0,Junior Partner,Opposition,0,0,0,FI.2015
FI,Finland,2015,2015-04-19,2011-04-17,FI-2015-04,FI-2011-04,855,700,1163,Sipilae I,0,0,NA,1145,Stubb II,0,0,NA,0,0,14901,14901,7,G,Swedish People’s Party,RKP/SFP,eth ethnic-regional,eth,0.0488,0.043,585,NA,NA,NA,lib,NA,NA,NA,0.0488,0.043,NA,NA,NA,NA,NA,NA,0.0488,0.043,2,2,0,0,0,1,0,0,Opposition,Junior Partner,0,0,0,FI.2015
FI,Finland,2019,2019-04-14,2015-04-19,FI-2019-04,FI-2015-04,1045,855,1596,Rinne,0,0,NA,1510,Sipilae II,0,0,NA,0,0,14110,14110,246005,E,Green Union,VL,eco ecologist,eco,0.11493,0.08526,1062,NA,NA,NA,eco,NA,NA,NA,0.115,0.0853,NA,NA,NA,NA,NA,NA,0.115,0.0853,2,2,1,0,0,0,0,0,Junior Partner,Opposition,0,0,0,FI.2019
FI,Finland,2019,2019-04-14,2015-04-19,FI-2019-04,FI-2015-04,1045,855,1596,Rinne,0,0,NA,1510,Sipilae II,0,0,NA,0,0,14223,14223,246006,F,Left Wing Alliance,VAS,lef socialist or other left,lef,0.08171,0.07132,1292,NA,NA,NA,lef,NA,NA,NA,0.082,0.0713,NA,NA,NA,NA,NA,NA,0.082,0.0713,2,2,1,0,0,0,0,0,Junior Partner,Opposition,0,0,0,FI.2019
FI,Finland,2019,2019-04-14,2015-04-19,FI-2019-04,FI-2015-04,1045,855,1596,Rinne,0,0,NA,1510,Sipilae II,0,0,NA,0,0,14320,14320,246001,A,Finnish Social Democrats,SSDP,soc social democratic,soc,0.17732,0.1651,395,NA,NA,NA,soc,NA,NA,NA,0.177,0.1651,NA,NA,NA,NA,NA,NA,0.177,0.1651,1,2,1,1,0,0,0,0,Main Government,Opposition,1,0,0,FI.2019
FI,Finland,2019,2019-04-14,2015-04-19,FI-2019-04,FI-2015-04,1045,855,1596,Rinne,0,0,NA,1510,Sipilae II,0,0,NA,0,0,NA,914001,246009,I,Blue Reform,,NA,nat,0.0097,NA,2645,NA,NA,NA,nat,NA,NA,NA,0.0097,NA,NA,NA,NA,NA,NA,NA,0.0097,NA,2,NA,0,0,0,0,0,0,Opposition,Opposition,0,0,0,FI.2019
FI,Finland,2019,2019-04-14,2015-04-19,FI-2019-04,FI-2015-04,1045,855,1596,Rinne,0,0,NA,1510,Sipilae II,0,0,NA,0,0,14520,14520,246008,H,Christian Democrats in Finland,KD,chr christian democrat,mrp,0.03898,0.03542,1463,NA,NA,NA,mrp,NA,NA,NA,0.039,0.0354,NA,NA,NA,NA,NA,NA,0.039,0.0354,1,1,0,0,0,0,0,0,Opposition,Opposition,0,0,0,FI.2019
FI,Finland,2019,2019-04-14,2015-04-19,FI-2019-04,FI-2015-04,1045,855,1596,Rinne,0,0,NA,1510,Sipilae II,0,0,NA,0,0,14620,14620,246003,C,National Coalition,KK,con conservative,mrp,0.17001,0.18198,1118,NA,NA,NA,mrp,NA,NA,NA,0.17,0.182,NA,NA,NA,NA,NA,NA,0.17,0.182,2,2,0,0,0,1,0,0,Opposition,Junior Partner,0,0,0,FI.2019
FI,Finland,2019,2019-04-14,2015-04-19,FI-2019-04,FI-2015-04,1045,855,1596,Rinne,0,0,NA,1510,Sipilae II,0,0,NA,0,0,14810,14810,246004,D,Finnish Centre,SK,agr agrarian,lib,0.13755,0.21096,94,NA,NA,NA,agr,NA,NA,NA,0.138,0.211,NA,NA,NA,NA,NA,NA,0.138,0.211,2,2,1,0,0,1,1,0,Junior Partner,Main Government,0,1,0,FI.2019
FI,Finland,2019,2019-04-14,2015-04-19,FI-2019-04,FI-2015-04,1045,855,1596,Rinne,0,0,NA,1510,Sipilae II,0,0,NA,0,0,14820,14820,246002,B,True Finns,PS,nat nationalist,nat,0.17483,0.17654,200,NA,NA,NA,agr,NA,NA,NA,0.175,0.1765,NA,NA,NA,NA,NA,NA,0.175,0.1765,2,2,0,0,0,0,0,0,Opposition,Opposition,0,0,0,FI.2019
FI,Finland,2019,2019-04-14,2015-04-19,FI-2019-04,FI-2015-04,1045,855,1596,Rinne,0,0,NA,1510,Sipilae II,0,0,NA,0,0,14901,14901,246007,G,Swedish People’s Party,RKP/SFP,eth ethnic-regional,eth,0.04909,0.04878,585,NA,NA,NA,lib,NA,NA,NA,0.045,0.0488,NA,NA,NA,NA,NA,NA,0.045,0.0488,1,2,1,0,0,0,0,0,Junior Partner,Opposition,0,0,0,FI.2019
FR,France,1978,1978-03-12,1973-03-04,FR-1978-03,FR-1973-03,496,357,72,Barre II,0,0,NA,21,Barre I,0,0,NA,0,0,31220,31220,1,A,French Communist Party,PCF,lef socialist or other left,lef,0.2055,0.2139,686,NA,NA,NA,lef,NA,NA,NA,0.206,0.214,NA,NA,NA,NA,NA,NA,0.206,0.214,2,2,0,0,0,0,0,0,Opposition,Opposition,0,0,0,FR.1978
FR,France,1978,1978-03-12,1973-03-04,FR-1978-03,FR-1973-03,496,357,72,Barre II,0,0,NA,21,Barre I,0,0,NA,0,0,31320,31320,4,D,Socialist Party,PS,soc social democratic,soc,0.2258,0.1918,1539,NA,NA,NA,soc,NA,NA,NA,0.228,0.191,NA,NA,NA,NA,NA,NA,0.228,0.191,2,2,0,0,0,0,0,0,Opposition,Opposition,0,0,0,FR.1978
FR,France,1978,1978-03-12,1973-03-04,FR-1978-03,FR-1973-03,496,357,72,Barre II,0,0,NA,21,Barre I,0,0,NA,0,0,31621,31621,14,G,Rally for the Republic - Gaullists,RPR,con conservative,mrp,0.2262,0.3035,138,138,NA,NA,mrp,mrp,NA,NA,0.225,NA,0.225,NA,NA,NA,NA,NA,0.45,NA,2,2,1,0,0,NA,NA,0,Main Government,Main Government,1,1,0,FR.1978
FR,France,1978,1978-03-12,1973-03-04,FR-1978-03,FR-1973-03,496,357,72,Barre II,0,0,NA,21,Barre I,0,0,NA,0,0,31624,31624,13,E,Union for French Democracy,UDF,con conservative,mrp,0.2145,NA,509,NA,NA,NA,mrp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,NA,NA,NA,Junior Partner,NA,0,NA,0,FR.1978
FR,France,1978,1978-03-12,1973-03-04,FR-1978-03,FR-1973-03,496,357,72,Barre II,0,0,NA,21,Barre I,0,0,NA,0,0,NA,931106,5,NA,Movement of Left Radicals,NA,NA,lef,0.0211,NA,1101,NA,NA,NA,mrp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,Opposition,NA,0,NA,0,FR.1978
FR,France,1997,1997-05-25,1988-06-05,FR-1997-05,FR-1993-03,479,664,481,Jospin,0,0,NA,422,Juppe II,0,0,NA,0,0,31110,31110,5,NA,The Greens,Les Verts,eco ecologist,eco,0.0683,0.0408,873,NA,NA,NA,eco,NA,NA,NA,0.0684,0.076,NA,NA,NA,NA,NA,NA,0.0684,0.076,1,NA,1,0,0,0,0,NA,Junior Partner,NA,0,NA,0,FR.1997
FR,France,1997,1997-05-25,1988-06-05,FR-1997-05,FR-1993-03,479,664,481,Jospin,0,0,NA,422,Juppe II,0,0,NA,0,0,31220,31220,1,NA,French Communist Party,PCF,lef socialist or other left,lef,0.0992,0.093,686,NA,NA,NA,lef,NA,NA,NA,0.0993,0.092,NA,NA,NA,NA,NA,NA,0.0993,0.092,2,2,1,0,0,0,0,0,Junior Partner,Opposition,0,0,0,FR.1997
FR,France,1997,1997-05-25,1988-06-05,FR-1997-05,FR-1993-03,479,664,481,Jospin,0,0,NA,422,Juppe II,0,0,NA,0,0,31320,31320,3,NA,Socialist Party,PS,soc social democratic,soc,0.2349,0.1761,1539,NA,NA,NA,soc,NA,NA,NA,0.235,0.176,NA,NA,NA,NA,NA,NA,0.235,0.176,2,2,1,1,0,0,0,0,Main Government,Opposition,1,0,0,FR.1997
FR,France,1997,1997-05-25,1988-06-05,FR-1997-05,FR-1993-03,479,664,481,Jospin,0,0,NA,422,Juppe II,0,0,NA,0,0,31624,31624,7,NA,Union for French Democracy,UDF,con conservative,mrp,0.1422,0.1871,509,NA,NA,NA,mrp,NA,NA,NA,0.1423,0.191,NA,NA,NA,NA,NA,NA,0.1423,0.191,2,2,0,0,0,1,0,0,Opposition,Junior Partner,0,0,0,FR.1997
FR,France,1997,1997-05-25,1988-06-05,FR-1997-05,FR-1993-03,479,664,481,Jospin,0,0,NA,422,Juppe II,0,0,NA,0,0,31625,31626,8,NA,Rally for the Republic,RPR,con conservative,mrp,0.1565,0.2008,138,NA,NA,NA,mrp,NA,NA,NA,0.1567,0.204,NA,NA,NA,NA,NA,NA,0.1567,0.204,2,2,0,0,0,1,1,0,Opposition,Main Government,0,1,0,FR.1997
FR,France,1997,1997-05-25,1988-06-05,FR-1997-05,FR-1993-03,479,664,481,Jospin,0,0,NA,422,Juppe II,0,0,NA,0,0,31720,31720,11,NA,National Front,FN,nat nationalist,nat,0.1494,0.1258,270,NA,NA,NA,nat,NA,NA,NA,0.1495,0.124,NA,NA,NA,NA,NA,NA,0.1495,0.124,2,2,0,0,0,0,0,0,Opposition,Opposition,0,0,0,FR.1997
FR,France,2002,2002-06-09,1997-05-25,FR-2002-06,FR-1997-06,403,479,820,Raffarin II,0,0,NA,711,Raffarin I,0,1,NA,0,0,31110,31110,5,C,The Greens,Les Verts,eco ecologist,eco,0.0451,0.0683,873,NA,NA,NA,eco,NA,NA,NA,0.0451,0.0684,NA,NA,NA,NA,NA,NA,0.0451,0.0684,1,1,0,0,0,0,0,0,Opposition,Junior Partner,0,0,0,FR.2002
FR,France,2002,2002-06-09,1997-05-25,FR-2002-06,FR-1997-06,403,479,820,Raffarin II,0,0,NA,711,Raffarin I,0,1,NA,0,0,31220,31220,2,NA,French Communist Party,PCF,lef socialist or other left,lef,0.0482,0.0992,686,NA,NA,NA,lef,NA,NA,NA,0.0482,0.0993,NA,NA,NA,NA,NA,NA,0.0482,0.0993,1,2,0,0,0,0,0,0,Opposition,Junior Partner,0,0,0,FR.2002
FR,France,2002,2002-06-09,1997-05-25,FR-2002-06,FR-1997-06,403,479,820,Raffarin II,0,0,NA,711,Raffarin I,0,1,NA,0,0,31320,31320,3,B,Socialist Party,PS,soc social democratic,soc,0.2411,0.2349,1539,NA,NA,NA,soc,NA,NA,NA,0.2411,0.235,NA,NA,NA,NA,NA,NA,0.2411,0.235,2,2,0,0,0,0,0,0,Opposition,Main Government,0,1,0,FR.2002
FR,France,2002,2002-06-09,1997-05-25,FR-2002-06,FR-1997-06,403,479,820,Raffarin II,0,0,NA,711,Raffarin I,0,1,NA,0,0,31624,31624,8,F,Union for French Democracy,UDF,con conservative,mrp,0.0486,0.1422,509,NA,NA,NA,mrp,NA,NA,NA,0.0485,0.1423,NA,NA,NA,NA,NA,NA,0.0485,0.1423,2,2,1,0,0,1,0,0,Junior Partner,Opposition,0,0,0,FR.2002
FR,France,2002,2002-06-09,1997-05-25,FR-2002-06,FR-1997-06,403,479,820,Raffarin II,0,0,NA,711,Raffarin I,0,1,NA,0,0,31626,31626,7,E,Union for a Popular Movement,UMP,con conservative,mrp,0.333,0.1565,658,NA,NA,NA,mrp,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA,0.333,NA,2,2,1,1,0,NA,NA,0,Main Government,Opposition,1,0,0,FR.2002
FR,France,2002,2002-06-09,1997-05-25,FR-2002-06,FR-1997-06,403,479,820,Raffarin II,0,0,NA,711,Raffarin I,0,1,NA,0,0,31720,31720,12,G,National Front,FN,nat nationalist,nat,0.1134,0.1494,270,NA,NA,NA,nat,NA,NA,NA,0.1134,0.1495,NA,NA,NA,NA,NA,NA,0.1134,0.1495,2,2,NA,NA,0,NA,NA,0,Opposition,Opposition,0,0,0,FR.2002
FR,France,2002,2002-06-09,1997-05-25,FR-2002-06,FR-1997-06,403,479,820,Raffarin II,0,0,NA,711,Raffarin I,0,1,NA,0,0,NA,931105,10,NA,Movement for France,NA,NA,nat,0.008,0.0038,1101,NA,NA,NA,mrp,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,0.008,NA,2,2,0,0,0,NA,NA,0,Junior Partner,Junior Partner,0,0,0,FR.2002
FR,France,2007,2007-06-10,2007-04-22,FR-2007-06,FR-2007-04,171,NA,306,Fillon II,0,0,NA,807,Fillon I,0,0,NA,0,0,31110,31110,1,F,The Greens,Les Verts,eco ecologist,eco,0.0325,0.0451,873,NA,NA,NA,eco,NA,NA,NA,0.0325,0.0157,NA,NA,NA,NA,NA,NA,0.0325,0.0157,1,1,0,0,0,NA,NA,0,Opposition,Opposition,0,0,0,FR.2007
FR,France,2007,2007-06-10,2007-04-22,FR-2007-06,FR-2007-04,171,NA,306,Fillon II,0,0,NA,807,Fillon I,0,0,NA,0,0,31220,31220,3,E,French Communist Party,PCF,lef socialist or other left,lef,0.0429,0.0482,686,NA,NA,NA,lef,NA,NA,NA,0.043,0.0193,NA,NA,NA,NA,NA,NA,0.043,0.0193,1,1,0,0,0,0,0,0,Opposition,Opposition,0,0,0,FR.2007
FR,France,2007,2007-06-10,2007-04-22,FR-2007-06,FR-2007-04,171,NA,306,Fillon II,0,0,NA,807,Fillon I,0,0,NA,0,0,31320,31320,4,B,Socialist Party,PS,soc social democratic,soc,0.2473,0.2411,1539,NA,NA,NA,soc,NA,NA,NA,0.2473,0.2587,NA,NA,NA,NA,NA,NA,0.2473,0.2587,2,2,0,0,0,0,0,0,Opposition,Opposition,0,0,0,FR.2007
FR,France,2007,2007-06-10,2007-04-22,FR-2007-06,FR-2007-04,171,NA,306,Fillon II,0,0,NA,807,Fillon I,0,0,NA,0,0,31624,31624,5,C,Union for French Democracy,MoDem,con conservative,mrp,0.0761,0.0486,509,NA,NA,NA,mrp,NA,NA,NA,0.0761,0.1875,NA,NA,NA,NA,NA,NA,0.0761,0.1875,2,2,0,0,0,0,0,0,Opposition,Junior Partner,0,0,0,FR.2007
FR,France,2007,2007-06-10,2007-04-22,FR-2007-06,FR-2007-04,171,NA,306,Fillon II,0,0,NA,807,Fillon I,0,0,NA,0,0,31626,31626,6,A,Union for a Popular Movement,UMP,con conservative,mrp,0.3954,0.333,658,NA,NA,NA,mrp,NA,NA,NA,0.3954,0.3118,NA,NA,NA,NA,NA,NA,0.3954,0.3118,2,2,1,1,0,1,1,0,Main Government,Main Government,1,1,0,FR.2007
FR,France,2007,2007-06-10,2007-04-22,FR-2007-06,FR-2007-04,171,NA,306,Fillon II,0,0,NA,807,Fillon I,0,0,NA,0,0,31720,31720,7,D,National Front,FN,nat nationalist,nat,0.04289,0.1134,270,NA,NA,NA,nat,NA,NA,NA,0.0429,0.1044,NA,NA,NA,NA,NA,NA,0.0429,0.1044,2,2,NA,NA,0,NA,NA,0,Extra-parliamentary,Opposition,0,0,0,FR.2007
FR,France,2007,2007-06-10,2007-04-22,FR-2007-06,FR-2007-04,171,NA,306,Fillon II,0,0,NA,807,Fillon I,0,0,NA,0,0,NA,931105,8,NA,Movement for France,NA,NA,nat,0.012,0.008,1101,NA,NA,NA,mrp,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,0.012,NA,2,2,0,0,0,NA,NA,0,Junior Partner,Junior Partner,0,0,0,FR.2007
FR,France,2007,2007-06-10,2007-04-22,FR-2007-06,FR-2007-04,171,NA,306,Fillon II,0,0,NA,807,Fillon I,0,0,NA,0,0,NA,931106,13,NA,Movement of Left Radicals,NA,NA,lef,0.0132,0.012,1492,NA,NA,NA,soc,NA,NA,NA,0.0132,NA,NA,NA,NA,NA,NA,NA,0.0132,NA,2,2,0,0,0,NA,NA,0,Opposition,Junior Partner,0,0,0,FR.2007
FR,France,2012,2012-06-10,2007-06-10,FR-2012-06,FR-2007-06,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,1,1,31021,31021,3,D,Left Front,FDG,lef socialist or other left,lef,0.111,0.043,686,NA,NA,NA,lef,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA,0.111,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR.2012
FR,France,2012,2012-06-10,2007-06-10,FR-2012-06,FR-2007-06,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,1,1,31110,31110,4,F,The Greens,Les Verts,eco ecologist,eco,0.0231,0.0325,873,NA,NA,NA,eco,NA,NA,NA,0.0231,0.0157,NA,NA,NA,NA,NA,NA,0.0231,0.0157,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR.2012
FR,France,2012,2012-06-10,2007-06-10,FR-2012-06,FR-2007-06,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,1,1,31320,31320,5,A,Socialist Party,PS,soc social democratic,soc,0.2935,0.2473,1539,NA,NA,NA,soc,NA,NA,NA,0.2863,0.2587,NA,NA,NA,NA,NA,NA,0.2863,0.2587,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR.2012
FR,France,2012,2012-06-10,2007-06-10,FR-2012-06,FR-2007-06,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,1,1,31624,31624,6,E,Union for French Democracy,MoDem,con conservative,mrp,0.0913,0.0761,509,NA,NA,NA,mrp,NA,NA,NA,0.0913,NA,NA,NA,NA,NA,NA,NA,0.0913,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR.2012
